0	41	Non standard NA format na	0,41
1	41	Non standard NA format na	1,41
2	41	Non standard NA format na	2,41
3	41	Non standard NA format na	3,41
4	41	Non standard NA format na	4,41
5	41	Non standard NA format na	5,41
6	41	Non standard NA format na	6,41
7	41	Non standard NA format na	7,41
8	41	Non standard NA format na	8,41
9	41	Non standard NA format na	9,41
10	41	Non standard NA format na	10,41
11	41	Non standard NA format na	11,41
12	41	Non standard NA format na	12,41
13	41	Non standard NA format na	13,41
14	41	Non standard NA format na	14,41
15	41	Non standard NA format na	15,41
16	41	Non standard NA format na	16,41
17	41	Non standard NA format na	17,41
18	41	Non standard NA format na	18,41
19	41	Non standard NA format na	19,41
20	41	Non standard NA format na	20,41
21	41	Non standard NA format na	21,41
22	41	Non standard NA format na	22,41
23	41	Non standard NA format na	23,41
24	41	Non standard NA format na	24,41
25	41	Non standard NA format na	25,41
26	41	Non standard NA format na	26,41
27	41	Non standard NA format na	27,41
28	41	Non standard NA format na	28,41
29	41	Non standard NA format na	29,41
30	41	Non standard NA format na	30,41
31	41	Non standard NA format na	31,41
32	41	Non standard NA format na	32,41
33	41	Non standard NA format na	33,41
34	41	Non standard NA format na	34,41
35	41	Non standard NA format na	35,41
36	41	Non standard NA format na	36,41
37	41	Non standard NA format na	37,41
38	41	Non standard NA format na	38,41
39	41	Non standard NA format na	39,41
40	41	Non standard NA format na	40,41
41	41	Non standard NA format na	41,41
42	41	Non standard NA format na	42,41
43	41	Non standard NA format na	43,41
44	41	Non standard NA format na	44,41
45	41	Non standard NA format na	45,41
46	41	Non standard NA format na	46,41
47	41	Non standard NA format na	47,41
48	41	Non standard NA format na	48,41
49	41	Non standard NA format na	49,41
50	41	Non standard NA format na	50,41
51	41	Non standard NA format na	51,41
52	41	Non standard NA format na	52,41
53	41	Non standard NA format na	53,41
54	41	Non standard NA format na	54,41
55	41	Non standard NA format na	55,41
56	41	Non standard NA format na	56,41
57	41	Non standard NA format na	57,41
58	41	Non standard NA format na	58,41
59	41	Non standard NA format na	59,41
60	41	Non standard NA format na	60,41
61	41	Non standard NA format na	61,41
62	41	Non standard NA format na	62,41
63	41	Non standard NA format na	63,41
64	41	Non standard NA format na	64,41
65	41	Non standard NA format na	65,41
66	41	Non standard NA format na	66,41
67	41	Non standard NA format na	67,41
68	41	Non standard NA format na	68,41
69	41	Non standard NA format na	69,41
70	41	Non standard NA format na	70,41
71	41	Non standard NA format na	71,41
72	41	Non standard NA format na	72,41
73	41	Non standard NA format na	73,41
74	41	Non standard NA format na	74,41
75	41	Non standard NA format na	75,41
76	41	Non standard NA format na	76,41
77	41	Non standard NA format na	77,41
78	41	Non standard NA format na	78,41
79	41	Non standard NA format na	79,41
80	41	Non standard NA format na	80,41
81	41	Non standard NA format na	81,41
82	41	Non standard NA format na	82,41
83	41	Non standard NA format na	83,41
84	41	Non standard NA format na	84,41
85	41	Non standard NA format na	85,41
86	41	Non standard NA format na	86,41
87	41	Non standard NA format na	87,41
88	41	Non standard NA format na	88,41
89	41	Non standard NA format na	89,41
90	41	Non standard NA format na	90,41
91	41	Non standard NA format na	91,41
92	41	Non standard NA format na	92,41
93	41	Non standard NA format na	93,41
94	41	Non standard NA format na	94,41
95	41	Non standard NA format na	95,41
96	41	Non standard NA format na	96,41
97	41	Non standard NA format na	97,41
98	41	Non standard NA format na	98,41
99	41	Non standard NA format na	99,41
100	41	Non standard NA format na	100,41
101	41	Non standard NA format na	101,41
102	41	Non standard NA format na	102,41
103	41	Non standard NA format na	103,41
104	41	Non standard NA format na	104,41
105	41	Non standard NA format na	105,41
106	41	Non standard NA format na	106,41
107	41	Non standard NA format na	107,41
108	41	Non standard NA format na	108,41
109	41	Non standard NA format na	109,41
110	41	Non standard NA format na	110,41
111	41	Non standard NA format na	111,41
112	41	Non standard NA format na	112,41
113	41	Non standard NA format na	113,41
114	41	Non standard NA format na	114,41
115	41	Non standard NA format na	115,41
116	41	Non standard NA format na	116,41
117	41	Non standard NA format na	117,41
118	41	Non standard NA format na	118,41
119	41	Non standard NA format na	119,41
120	41	Non standard NA format na	120,41
121	41	Non standard NA format na	121,41
122	41	Non standard NA format na	122,41
123	41	Non standard NA format na	123,41
124	41	Non standard NA format na	124,41
125	41	Non standard NA format na	125,41
126	41	Non standard NA format na	126,41
127	41	Non standard NA format na	127,41
128	41	Non standard NA format na	128,41
129	41	Non standard NA format na	129,41
130	41	Non standard NA format na	130,41
131	41	Non standard NA format na	131,41
132	41	Non standard NA format na	132,41
133	41	Non standard NA format na	133,41
134	41	Non standard NA format na	134,41
135	41	Non standard NA format na	135,41
136	41	Non standard NA format na	136,41
137	41	Non standard NA format na	137,41
138	41	Non standard NA format na	138,41
139	41	Non standard NA format na	139,41
140	41	Non standard NA format na	140,41
141	41	Non standard NA format na	141,41
142	41	Non standard NA format na	142,41
143	41	Non standard NA format na	143,41
144	41	Non standard NA format na	144,41
145	41	Non standard NA format na	145,41
146	41	Non standard NA format na	146,41
147	41	Non standard NA format na	147,41
148	41	Non standard NA format na	148,41
149	41	Non standard NA format na	149,41
150	41	Non standard NA format na	150,41
151	41	Non standard NA format na	151,41
152	41	Non standard NA format na	152,41
